IMDB ID,Title,Year,Date Published,Genre,Duration,Country,Language,Director,Writer,Production Company,Actors,Avg Rating,# of Ratings,Lifetime_Gross,Lifetime Gross - Adjusted ($),Decade
tt0133751,The Faculty,1998,1999-04-09,"Horror, Sci-Fi",104,USA,English,Robert Rodriguez,"David Wechter, Bruce Kimmel",Dimension Films,"Jordana Brewster, Clea DuVall, Laura Harris, Josh Hartnett, Shawn Hatosy, Salma Hayek, Famke Janssen, Piper Laurie, Christopher McDonald, Bebe Neuwirth, Robert Patrick, Usher Raymond, Jon Stewart, Daniel von Bargen, Elijah Wood",6.5,105309,"$40,283,321.00","$62,057,815.25",1990-1999
tt0133952,The Siege,1998,1999-01-08,"Action, Thriller",116,USA,"English, Arabic, Spanish",Edward Zwick,"Lawrence Wright, Lawrence Wright",Twentieth Century Fox,"Denzel Washington, Annette Bening, Bruce Willis, Tony Shalhoub, Sami Bouajila, Ahmed Ben Larby, Mosleh Mohamed, Lianna Pai, Mark Valley, Jack Gwaltney, David Proval, Lance Reddick, Jeremy Knaster, William Hill, Aasif Mandvi",6.4,65574,"$40,981,289.00","$63,133,058.51",1990-1999
tt0134067,The Rugrats Movie,1998,1999-03-26,"Animation, Adventure, Comedy",79,USA,English,"Igor Kovalyov, Norton Virgien","David N. Weiss, J. David Stem",Paramount Pictures,"Elizabeth Daily, Christine Cavanaugh, Kath Soucie, Melanie Chartoff, Phil Proctor, Cree Summer, Mary Gross, Kevin McBride, Andrea Martin, Michael Bell, Tress MacNeille, Jack Riley, Busta Rhymes, Joe Alaskey, Cheryl Chase",5.9,17073,"$100,494,675.00","$154,815,437.76",1990-1999
tt0134084,Scream 3,2000,2000-04-28,"Horror, Mystery",116,USA,English,Wes Craven,"Kevin Williamson, Ehren Kruger",Dimension Films,"Liev Schreiber, Beth Toussaint, Roger Jackson, Kelly Rutherford, Neve Campbell, Courteney Cox, Julie Janney, Richmond Arquette, Patrick Dempsey, Lynn McRee, Nancy O'Dell, Ken Taylor, Scott Foley, Roger Corman, Lance Henriksen",5.5,117165,"$89,143,175.00","$129,991,145.44",2000-2009
tt0134119,The Talented Mr. Ripley,1999,2000-02-25,"Crime, Drama, Thriller",139,USA,"English, Italian",Anthony Minghella,"Patricia Highsmith, Anthony Minghella",Miramax,"Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston, Fiorello, Stefania Rocca, Ivano Marescotti, Anna Longhi, Alessandro Fabrizi",7.4,165923,"$81,298,265.00","$122,536,395.13",1990-1999
tt0134154,Ride with the Devil,1999,1999-11-05,"Drama, Romance, War",138,USA,"English, German",Ang Lee,"Daniel Woodrell, James Schamus",Universal Pictures,"Tobey Maguire, Jeremy W. Auman, Scott Sener, Skeet Ulrich, Glenn Q. Pierce, Kathleen Warfel, David Darlow, Zan McLeod, John Whelan, Roger Landes, Jeffrey Dover, Tyler Johnson, Kelly Werts, Michael W. Nash, John Judd",6.7,12377,"$635,096.00","$957,245.21",1990-1999
tt0134273,8MM,1999,1999-04-23,"Mystery, Thriller",123,"Germany, USA",English,Joel Schumacher,Andrew Kevin Walker,Columbia Pictures,"Nicolas Cage, Joaquin Phoenix, James Gandolfini, Peter Stormare, Anthony Heald, Chris Bauer, Catherine Keener, Myra Carter, Amy Morton, Jenny Powell, Anne Gee Byrd, Jack Betts, Luis Oropeza, Rachel Singer, Don Creech",6.5,117676,"$36,663,315.00","$55,260,594.48",1990-1999
tt0134618,"Mystery, Alaska",1999,1999-10-01,"Comedy, Drama, Sport",119,"Canada, USA",English,Jay Roach,"David E. Kelley, Sean O'Byrne",Baldwin/Cohen Productions,"Russell Crowe, Hank Azaria, Mary McCormack, Burt Reynolds, Colm Meaney, Lolita Davidovich, Maury Chaykin, Ron Eldard, Ryan Northcott, Michael Buie, Kevin Durand, Scott Grimes, Jason Gray-Stanford, Brent Stait, Leroy Peltier",6.7,24607,"$8,891,623.00","$13,401,853.40",1990-1999
tt0134619,Disturbing Behavior,1998,1998-07-24,"Horror, Mystery, Sci-Fi",84,"Australia, USA, Canada",English,David Nutter,Scott Rosenberg,Metro-Goldwyn-Mayer (MGM),"James Marsden, Katie Holmes, Tobias Mehler, Nick Stahl, Steve Railsback, Bruce Greenwood, Katharine Isabelle, William Sadler, Ethan Embry, Terry David Mulligan, Susan Hogan, A.J. Buckley, Robert Moloney, Derek Hamilton, Dan Zukovic",5.6,19898,"$17,514,980.00","$26,982,417.69",1990-1999
tt0134630,Duets,2000,2000-09-15,"Comedy, Drama, Music",112,USA,English,Bruce Paltrow,John Byrum,Hollywood Pictures,"Lochlyn Munro, Carol Alexander, Michael J Rogers, Huey Lewis, Amanda Kravat, Paul Giamatti, Ian Robison, Roger Haskett, John Payne, Scott Speedman, Tom Bougers, Marian Seldes, Angie Phillips, Steve Oatway, Erika von Tagen",6.1,8880,"$4,739,023.00","$6,910,579.84",2000-2009
tt0134847,Pitch Black,2000,2000-11-10,"Horror, Sci-Fi",109,"USA, Australia","English, Arabic",David Twohy,"Jim Wheat, Ken Wheat",Polygram Filmed Entertainment,"Vin Diesel, Radha Mitchell, Cole Hauser, Keith David, Lewis Fitz-Gerald, Claudia Black, Rhiana Griffith, John Moore, Simon Burke, Les Chantery, Sam Sari, Firass Dirani, Ric Anderson, Vic Wilson, Angela Moore",7.1,216778,"$39,240,659.00","$57,221,859.23",2000-2009
tt0134983,Supernova,2000,2000-06-16,"Horror, Sci-Fi, Thriller",90,"USA, Switzerland",English,Walter Hill,"William Malone, Daniel Chuba",Hammerhead Productions,"James Spader, Angela Bassett, Robert Forster, Lou Diamond Phillips, Peter Facinelli, Robin Tunney, Wilson Cruz, Eddy Rice Jr., Knox White, Kerrigan Mahan, Vanessa Marshall",4.9,16517,"$14,230,455.00","$20,751,259.37",2000-2009
tt0136352,Koyla,1997,1997-04-07,"Action, Drama, Musical",166,India,Hindi,Rakesh Roshan,"Sachin Bhowmick, Ravi Kapoor",Film Kraft,"Shah Rukh Khan, Madhuri Dixit, Amrish Puri, Ranjeet, Salim Ghouse, Deepshika Nagpal, Ashok Saraf, Jack Gaud, Suresh Chatwal, Mohnish Bahl, Ram Mohan, Kunickaa Sadanand, Himani Shivpuri, Vikas Anand, Pradeep Singh Rawat",6.2,7666,"$37,795.00","$59,131.40",1990-1999
tt0137338,200 Cigarettes,1999,1999-02-26,"Comedy, Drama, Romance",101,USA,English,Risa Bramon Garcia,Shana Larsen,Dogstar Films,"Ben Affleck, Casey Affleck, Jennifer Albano, Jenni Blong, Morgan Brown, Caleb Carr, Dave Chappelle, Elvis Costello, Guillermo Díaz, Angela Featherstone, Patrick Frederic, Janeane Garofalo, Gaby Hoffmann, Kate Hudson, David Johansen",6.0,14201,"$6,852,450.00","$10,328,320.30",1990-1999
tt0137363,Arlington Road,1999,1999-03-19,"Crime, Drama, Thriller",117,USA,English,Mark Pellington,Ehren Kruger,Screen Gems,"Jeff Bridges, Tim Robbins, Joan Cusack, Hope Davis, Robert Gossett, Mason Gamble, Spencer Treat Clark, Stanley Anderson, Viviane Vives, Lee Stringer, Darryl Cox, Loyd Catlett, Sid Hillman, Auden Thornton, Mary Ashleigh Green",7.2,77639,"$24,756,177.00","$37,313,621.48",1990-1999
tt0137386,Billy's Hollywood Screen Kiss,1998,1998-07-24,"Comedy, Romance",92,USA,"English, Spanish",Tommy O'Haver,Tommy O'Haver,Revolutionary Eye LLC,"Sean Hayes, Armando Valdes-Kennedy, Mr. Dan, Chad Boardman, Rodney Chester, Eric Davenport, Meredith Scott Lynn, Les Borsay, Brad Rowe, Holly Woodlawn, Niles Jenson, Christopher Bradley, Mark Allen Anderson, Kimiko Gelman, Richard Ganoung",6.6,3531,"$2,070,399.00","$3,189,519.52",1990-1999
tt0137494,Entrapment,1999,1999-07-02,"Action, Crime, Romance",113,"USA, UK, Germany",English,Jon Amiel,"Ronald Bass, Michael Hertzberg",Twentieth Century Fox,"Sean Connery, Catherine Zeta-Jones, Ving Rhames, Will Patton, Maury Chaykin, Kevin McNally, Terry O'Neill, Madhav Sharma, David Yip, Tim Potter, Eric Meyers, Aaron Swartz, William Marsh, Tony Xu, Rolf Saxon",6.3,101970,"$87,704,396.00","$132,192,003.40",1990-1999
tt0137523,Fight Club,1999,1999-11-12,Drama,139,"USA, Germany",English,David Fincher,"Chuck Palahniuk, Jim Uhls",Fox 2000 Pictures,"Edward Norton, Brad Pitt, Meat Loaf, Zach Grenier, Richmond Arquette, David Andrews, George Maguire, Eugenie Bondurant, Helena Bonham Carter, Christina Cabot, Sydney 'Big Dawg' Colston, Rachel Singer, Christie Cronenweth, Tim DeZarn, Ezra Buzzington",8.8,1725365,"$37,030,102.00","$55,813,432.31",1990-1999
tt0138097,Shakespeare in Love,1998,1999-01-29,"Comedy, Drama, History",123,"USA, UK",English,John Madden,"Marc Norman, Tom Stoppard",Universal Pictures,"Geoffrey Rush, Tom Wilkinson, Steven O'Donnell, Tim McMullan, Joseph Fiennes, Steven Beard, Antony Sher, Patrick Barlow, Martin Clunes, Sandra Reinton, Simon Callow, Judi Dench, Bridget McConnell, Georgie Glen, Nicholas Boulton",7.1,204254,"$100,317,794.00","$154,542,946.61",1990-1999
tt0138304,The Astronaut's Wife,1999,1999-08-27,"Drama, Sci-Fi, Thriller",109,USA,English,Rand Ravich,Rand Ravich,New Line Cinema,"Johnny Depp, Charlize Theron, Joe Morton, Clea DuVall, Donna Murphy, Nick Cassavetes, Samantha Eggar, Gary Grubbs, Blair Brown, Tom Noonan, Tom O'Brien, Lucy Lin, Michael Crider, Jacob Stein, Timothy Wicker",5.4,51127,"$10,672,566.00","$16,086,170.65",1990-1999
tt0138510,Idle Hands,1999,1999-04-30,"Comedy, Fantasy, Horror",92,USA,English,Rodman Flender,"Terri Hughes Burton, Ron Milbauer",Columbia Pictures,"Devon Sawa, Seth Green, Elden Henson, Jessica Alba, Vivica A. Fox, Christopher Hart, Jack Noseworthy, Katie Wright, Sean Whalen, Nicholas Sadler, Fred Willard, Connie Ray, Steve Van Wormer, Kelly Monaco, Timothy Stack",6.2,37792,"$4,152,230.00","$6,258,427.48",1990-1999
tt0138524,Intolerable Cruelty,2003,2003-10-24,"Comedy, Crime, Romance",100,USA,"English, French","Joel Coen, Ethan Coen","Robert Ramsey, Matthew Stone",Universal Pictures,"George Clooney, Catherine Zeta-Jones, Geoffrey Rush, Cedric the Entertainer, Edward Herrmann, Paul Adelstein, Richard Jenkins, Billy Bob Thornton, Julia Duffy, Jonathan Hadary, Tom Aldredge, Stacey Travis, Jack Kyle, Irwin Keyes, Judith Drake",6.2,86576,"$35,327,628.00","$48,212,036.33",2000-2009
tt0138537,Man of the Century,1999,1999-01-24,"Comedy, Romance",77,USA,"Italian, Chinese, English",Adam Abraham,"Adam Abraham, Gibson Frazier",Jubilee Pictures Corporation,"Gibson Frazier, Cara Buono, Ian Edwards, Brian Davies, Susan Egan, Yul Vazquez, Dwight Ewell, Brian Kite, David Margulies, Anthony Rapp, Alfred Hyslop, David Anzuelo, Sean Patrick Reilly, Alan Davidson, Kevin Weisman",6.9,1153,"$34,857.00","$52,538.04",1990-1999
tt0138681,The Opportunists,2000,2000-08-11,"Comedy, Crime, Drama",90,"UK, USA","English, Polish",Myles Connell,Myles Connell,Clinica Estetico,"Christopher Walken, Peter McDonald, Anne Pitoniak, Kate Burton, Jim Mayzik, Vera Farmiga, Donal Logue, Cyndi Lauper, Paul D'Amato, Wally Dunn, Olek Krupa, Chuck Cooper, John Ortiz, José Zúñiga, Branden Vega",5.7,1090,"$584,054.00","$851,684.37",2000-2009
tt0138704,Pi,1998,1998-07-10,"Drama, Horror, Mystery",84,USA,"English, Hebrew",Darren Aronofsky,"Darren Aronofsky, Darren Aronofsky",Harvest Filmworks,"Sean Gullette, Mark Margolis, Ben Shenkman, Pamela Hart, Stephen Pearlman, Samia Shoaib, Ajay Naidu, Kristyn Mae-Anne Lao, Espher Lao Nieves, Joanne Gordon, Lauren Fox, Stanley B. Herman, Clint Mansell, Tom Tumminello, Henri Falconi",7.4,162579,"$3,221,152.00","$4,962,293.35",1990-1999
tt0138749,The Road to El Dorado,2000,2000-08-04,"Animation, Adventure, Comedy",89,USA,English,"Bibo Bergeron, Don Paul","Terry Rossio, Ted Elliott",DreamWorks Animation,"Kevin Kline, Kenneth Branagh, Rosie Perez, Armand Assante, Edward James Olmos, Jim Cummings, Frank Welker, Tobin Bell, Duncan Marjoribanks, Elijah Chiang, Cyrus Shaki-Khan, Elton John",6.9,77350,"$50,863,742.00","$74,170,973.65",2000-2009
tt0138874,Three Seasons,1999,1999,Drama,113,"Vietnam, USA","English, Vietnamese",Tony Bui,"Timothy Linh Bui, Tony Bui",Giai Phong Film Studio,"Ngoc Hiep Nguyen, Ngoc Minh, Phat Trieu Hoang, Diem Kieu, Hanh Kieu, Duong Don, Huu Duoc Nguyen, Hong Son Le, Ba Quang Nguyen, Huu Su Tran, Duc Hung Luong, Harvey Keitel, Diep Bui, Hoang Trieu, Tran Long",7.2,2958,"$2,021,698.00","$3,047,194.00",1990-1999
tt0138946,The Yards,2000,2000-11-10,"Crime, Drama, Romance",115,USA,"English, Spanish",James Gray,"James Gray, Matt Reeves",Miramax,"Mark Wahlberg, Joaquin Phoenix, Charlize Theron, James Caan, Ellen Burstyn, Faye Dunaway, Steve Lawrence, Andy Davoli, Tony Musante, Victor Argo, Tomas Milian, Robert Montano, Victor Arnold, Chad Aaron, Louis Guss",6.4,18797,"$889,352.00","$1,296,878.70",2000-2009
tt0139134,Cruel Intentions,1999,1999-06-18,"Drama, Romance",97,USA,"English, Vietnamese, French",Roger Kumble,"Choderlos de Laclos, Roger Kumble",Columbia Pictures,"Sarah Michelle Gellar, Ryan Phillippe, Reese Witherspoon, Selma Blair, Louise Fletcher, Joshua Jackson, Eric Mabius, Sean Patrick Thomas, Swoosie Kurtz, Christine Baranski, Alaina Reed-Hall, Deborah Offner, Tara Reid, Herta Ware, Hiep Thi Le",6.8,171542,"$38,773,785.00","$58,441,589.62",1990-1999
tt0139239,Go,1999,1999-09-03,"Comedy, Crime",102,USA,English,Doug Liman,John August,Columbia Pictures,"Katie Holmes, Sarah Polley, Suzanne Krull, Desmond Askew, Nathan Bexton, Robert Peters, Scott Wolf, Jay Mohr, Timothy Olyphant, Jodi Bianca Wise, William Fichtner, Rita Bland, Tony Denman, Scott Hass, Natasha Melnick",7.2,64860,"$16,943,454.00","$25,537,934.60",1990-1999
tt0139362,High Art,1998,1998-06-12,"Drama, Romance",101,USA,English,Lisa Cholodenko,Lisa Cholodenko,391 Productions,"Radha Mitchell, Gabriel Mann, Charis Michelsen, David Thornton, Anh Duong, Ally Sheedy, Patricia Clarkson, Helen Mendes, Bill Sage, Tammy Grimes, Cindra Feuer, Anthony Ruivivar, Elaine Tse, Rudolf Martin, Laura Ekstrand",6.6,9430,"$1,960,216.00","$3,019,778.89",1990-1999
tt0139394,The Joyriders,1999,1999-07-06,"Crime, Drama",100,USA,English,Bradley Battersby,"Jeff Spiegel, Bradley Battersby",Joyriders Productions LLC,"Martin Landau, Kris Kristofferson, Shawn Hatosy, Heather McComb, Elisabeth Moss, Diane Venora, Debbie Bisno, Steve Bond, Michael Chieffo, Kathleen S. Dunn, Cameron Glenar, Satch Huizenga, Jay Karnes, Robert Knott, Sage Leonard",6.0,368,"$26,999.00","$40,694.11",1990-1999
tt0139414,Lake Placid,1999,2000-03-31,"Action, Comedy, Horror",82,USA,English,Steve Miner,David E. Kelley,Fox 2000 Pictures,"Bill Pullman, Bridget Fonda, Oliver Platt, Brendan Gleeson, Betty White, David Lewis, Tim Dixon, Natassia Malthe, Mariska Hargitay, Meredith Salenger, Jed Rees, Richard Leacock, Jake T. Roberts, Warren Takeuchi, Ty Olsson",5.7,51710,"$31,770,414.00","$47,885,794.41",1990-1999
tt0139462,Message in a Bottle,1999,1999-04-23,"Drama, Romance",126,USA,English,Luis Mandoki,"Nicholas Sparks, Gerald Di Pego",Bel Air Entertainment,"Kevin Costner, Robin Wright, Paul Newman, John Savage, Illeana Douglas, Robbie Coltrane, Jesse James, Bethel Leslie, Tom Aldredge, Viveka Davis, Raphael Sbarge, Richard Hamilton, Rosemary Murphy, Steven Eckholdt, Susan Brightbill",6.2,33930,"$52,880,016.00","$79,703,134.32",1990-1999
tt0139615,Slam,1998,1998-10-07,Drama,100,USA,English,Marc Levin,"Marc Levin, Richard Stratton",Off Line Entertainment Group,"Saul Williams, Sonja Sohn, Bonz Malone, Lawrence Wilson, Beau Sia, Andre Taylor, Momolu Stewart, Ron Jones, Reamer Shedrick, Allan E. Lucas, Dominic Chianese Jr., Jerome Goldman, DJ Renegade, Liza Jessie Peterson, Taylor Mali",7.1,2157,"$1,009,819.00","$1,555,660.24",1990-1999
tt0139654,Training Day,2001,2001-10-05,"Crime, Drama, Thriller",122,USA,"English, Russian, Spanish, Korean, Greek",Antoine Fuqua,David Ayer,Warner Bros.,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger, Harris Yulin, Raymond J. Barry, Cliff Curtis, Dr. Dre, Snoop Dogg, Macy Gray, Charlotte Ayanna, Eva Mendes, Nick Chinlund, Jaime Gomez, Raymond Cruz",7.7,363962,"$76,631,907.00","$108,655,043.88",2000-2009
tt0139668,True Crime,1999,1999-05-14,"Crime, Drama, Mystery",127,USA,English,Clint Eastwood,"Andrew Klavan, Larry Gross",Warner Bros.,"Clint Eastwood, Isaiah Washington, LisaGay Hamilton, James Woods, Denis Leary, Bernard Hill, Diane Venora, Michael McKean, Michael Jeter, Mary McCormack, Hattie Winston, Penny Bae Bridges, Francesca Eastwood, John Finn, Laila Robins",6.6,30082,"$16,649,768.00","$25,095,277.87",1990-1999
tt0139669,True Friends,1998,1998-01-30,Drama,103,USA,English,James Quattrochi,"Rodrigo Botero, James Quattrochi",2nd Generation Films,"James Quattrochi, Loreto Mauro, Rodrigo Botero, John Capodice, Eddie Jones, Dan Lauria, Len Lesser, Vera Lockwood, Peter Onorati, Mackenzie Phillips, Leo Rossi, Richard Zavaglia, Jeanne Sapienza, Bill Capizzi, Sue Giosa",5.6,168,"$12,231.00","$18,842.27",1990-1999
tt0139699,Varsity Blues,1999,1999-09-10,"Comedy, Drama, Romance",106,USA,English,Brian Robbins,W. Peter Iliff,MTV Films,"James Van Der Beek, Jon Voight, Paul Walker, Ron Lester, Scott Caan, Richard Lineback, Tiffany C. Love, Amy Smart, Eliel Swinton, Thomas F. Duffy, Jill Parker-Jones, Joe Pichler, Mark Walters, Brady Coleman, James N. Harrell",6.5,39935,"$52,894,169.00","$79,724,466.36",1990-1999
tt0139809,The Thirteenth Floor,1999,1999-05-28,"Mystery, Sci-Fi, Thriller",100,"USA, Germany",English,Josef Rusnak,"Daniel F. Galouye, Josef Rusnak",Columbia Pictures,"Craig Bierko, Armin Mueller-Stahl, Gretchen Mol, Vincent D'Onofrio, Dennis Haysbert, Steven Schub, Jeremy Roberts, Rif Hutton, Leon Rippy, Janet MacLachlan, Brad William Henke, Burt Bulos, Venessia Valentino, Howard S. Miller, Tia Texada",7.1,62944,"$11,916,661.00","$17,961,326.49",1990-1999
tt0140282,In God's Hands,1998,1998-04-24,"Action, Drama, Sport",96,USA,English,Zalman King,"Zalman King, Matt George",TriStar Pictures,"Shane Dorian, Matt George, Matty Liu, Shaun Tomson, Maylin Pultar, Bret Michaels, Brion James, Brian L. Keaulana, Darrick Doerner, Pete Cabrinha, Rush Randle, Mike Stewart, Brock Little, Tom Stern, Amy Hathaway",5.7,1087,"$1,546,414.00","$2,382,302.95",1990-1999
tt0140352,The Insider,1999,2000-03-10,"Biography, Drama, Thriller",157,USA,"English, Japanese, Arabic, Persian",Michael Mann,"Marie Brenner, Eric Roth",Touchstone Pictures,"Al Pacino, Russell Crowe, Christopher Plummer, Diane Venora, Philip Baker Hall, Lindsay Crouse, Debi Mazar, Stephen Tobolowsky, Colm Feore, Bruce McGill, Gina Gershon, Michael Gambon, Rip Torn, Lynne Thigpen, Hallie Eisenberg",7.8,152047,"$29,089,912.00","$43,845,621.44",1990-1999
tt0140379,A Midsummer Night's Dream,1999,1999-09-24,"Comedy, Fantasy, Romance",116,"UK, Italy, USA","English, Italian, Latin",Michael Hoffman,"William Shakespeare, Michael Hoffman",Fox Searchlight Pictures,"Kevin Kline, Michelle Pfeiffer, Rupert Everett, Stanley Tucci, Calista Flockhart, Anna Friel, Christian Bale, Dominic West, David Strathairn, Sophie Marceau, Roger Rees, Max Wright, Gregory Jbara, Bill Irwin, Sam Rockwell",6.4,23527,"$16,071,990.00","$24,224,424.93",1990-1999
tt0140397,Mumford,1999,1999-09-24,"Comedy, Drama",112,USA,English,Lawrence Kasdan,Lawrence Kasdan,Touchstone Pictures,"Loren Dean, Hope Davis, Jason Lee, Alfre Woodard, Mary McDonnell, Pruitt Taylor Vince, Zooey Deschanel, Martin Short, David Paymer, Jane Adams, Dana Ivey, Kevin Tighe, Ted Danson, Jason Ritter, Elisabeth Moss",6.8,8614,"$4,555,459.00","$6,866,192.34",1990-1999
tt0140688,Whatever,1998,1998-07-10,Drama,112,"France, USA","French, English",Susan Skoog,Susan Skoog,Anyway Productions,"Liza Weil, Chad Morgan, Frederic Forrest, Kathryn Rossetter, Marc Riffon, Dan Montano, John Gleeson Connolly, Gary Wolf, Tony Torn, Trey Compton, Joe Mantragna, Matt Rumbaugh, Jim Neville, Garret Spencer, Destiny Matranga",6.4,954,"$307,037.00","$473,000.86",1990-1999
tt0140796,Air Bud: Golden Receiver,1998,1998-08-14,"Comedy, Family, Sport",90,"USA, Canada",English,Richard Martin,"Kevin DiCicco, Paul Tamasy",Keystone Pictures,"Tim Conway, Dick Martin, Kevin Zegers, Cynthia Stevenson, Gregory Harrison, Nora Dunn, Perry Anzilotti, Robert Costanzo, Shayn Solberg, Suzanne Ristic, Alyson MacLaren, Tyler Thompson, Rhys Williams, Shahai Khademi, Jason Anderson",4.5,5078,"$10,224,116.00","$15,750,595.68",1990-1999
tt0141098,Forces of Nature,1999,1999-05-07,"Comedy, Romance",105,USA,English,Bronwen Hughes,Marc Lawrence,DreamWorks,"Sandra Bullock, Ben Affleck, Maura Tierney, Steve Zahn, Blythe Danner, Ronny Cox, Michael Fairman, Janet Carroll, Richard Schiff, David Strickland, Meredith Scott Lynn, George Wallace, Steve Hytner, John Doe, Jack Kehler",5.4,30817,"$52,888,180.00","$79,715,439.47",1990-1999
tt0141109,Jack Frost,1998,1999-02-12,"Comedy, Drama, Family",101,USA,English,Troy Miller,"Mark Steven Johnson, Mark Steven Johnson",Warner Bros.,"Michael Keaton, Kelly Preston, Joseph Cross, Mark Addy, Andrew Lawrence, Eli Marienthal, Will Rothhaar, Mika Boorem, Benjamin Brock, Taylor Handley, Joe Rokicki, Cameron Ferre, Ahmet Zappa, Paul F. Tompkins, Henry Rollins",5.3,30588,"$34,562,556.00","$53,244,783.74",1990-1999
tt0141369,Inspector Gadget,1999,1999-12-17,"Action, Adventure, Comedy",78,USA,"English, Norwegian, French, Spanish",David Kellogg,"Andy Heyward, Jean Chalopin",Walt Disney Pictures,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg, Andy Dick, Cheri Oteri, Mike Hagerty, Dabney Coleman, D.L. Hughley, Rene Auberjonois, Frances Bay, Mr. T, Richard Kiel, Richard Lee-Sung, Bobby Bell",4.1,42896,"$97,403,112.00","$146,810,343.61",1990-1999
tt0141399,Isn't She Great,2000,2000-01-28,"Biography, Comedy, Drama",95,"UK, Germany, Canada, Japan, USA",English,Andrew Bergman,"Michael Korda, Paul Rudnick",British Broadcasting Corporation (BBC),"Bette Midler, Nathan Lane, Stockard Channing, David Hyde Pierce, John Cleese, John Larroquette, Amanda Peet, Terrence Labrosse, Jeffrey Ross, Christopher McDonald, Paul Benedict, Dina Spybey-Waters, Pauline Little, William Hill, Mal Z. Lawrence",5.4,2202,"$2,962,465.00","$4,319,951.79",2000-2009
tt0141574,The Man in the Iron Mask,1998,1998-02-05,Adventure,85,USA,English,William Richert,"Alexandre Dumas, William Richert",Invisible Studio,"Edward Albert, Dana Barron, Timothy Bottoms, Brigid Brannagh, Fannie Brett, Meg Foster, James Gammon, Dennis Hayden, William Richert, Nick Richert, Rex Ryon, Jeremy West, Brenda James, R.G. Armstrong, Dan Coplan",4.9,208,"$56,968,902.00","$87,762,515.79",1990-1999
tt0141907,Town & Country,2001,2001-04-27,"Comedy, Romance",104,USA,English,Peter Chelsom,"Michael Laughlin, Buck Henry",New Line Cinema,"Warren Beatty, Nastassja Kinski, Diane Keaton, Goldie Hawn, Garry Shandling, Vincent Lascoumes, William Hootkins, Terri Hoyos, Josh Hartnett, Tricia Vessey, Marc Casabani, Del Zamora, Katharine Towne, Tony Abatemarco, Eve Crawford",4.4,4520,"$6,719,973.00","$9,528,132.47",2000-2009
tt0141926,U-571,2000,2000-08-25,"Action, War",116,"France, USA","English, German",Jonathan Mostow,"Jonathan Mostow, Jonathan Mostow",Universal Pictures,"Matthew McConaughey, Bill Paxton, Harvey Keitel, Jon Bon Jovi, David Keith, Thomas Kretschmann, Jake Weber, Jack Noseworthy, Tom Guiry, Will Estes, Terrence 'T.C.' Carson, Erik Palladino, Dave Power, Derk Cheetwood, Matthew Settle",6.6,73506,"$77,122,415.00","$112,462,126.97",2000-2009
tt0141974,The War Zone,1999,1999-06-11,"Drama, Thriller",98,"Italy, UK",English,Tim Roth,"Alexander Stuart, Alexander Stuart",Channel Four Films,"Annabelle Apsion, Kate Ashfield, Lara Belmont, Freddie Cunliffe, Colin Farrell, Aisling O'Sullivan, Tilda Swinton, Megan Thorp, Kim Wall, Ray Winstone",7.3,9175,"$254,441.00","$383,504.90",1990-1999
tt0142192,The Corruptor,1999,1999-03-12,"Action, Crime, Drama",110,USA,"English, Cantonese",James Foley,Robert Pucci,New Line Cinema,"Yun-Fat Chow, Mark Wahlberg, Ric Young, Paul Ben-Victor, Jon Kit Lee, Andrew Pang, Elizabeth Lindsey, Brian Cox, Byron Mann, Kim Chan, Bill MacDonald, Susie Trinh, Ho Chow, Olivia Yap, Lynda Chiu",6.1,16853,"$15,164,492.00","$22,856,603.20",1990-1999
tt0142201,Crazy in Alabama,1999,1999-10-22,"Comedy, Crime, Drama",111,"Germany, USA",English,Antonio Banderas,"Mark Childress, Mark Childress",Columbia Pictures,"Melanie Griffith, David Morse, Lucas Black, Cathy Moriarty, Meat Loaf, Rod Steiger, Richard Schiff, John Beasley, Robert Wagner, Noah Emmerich, Sandra Seacat, Paul Ben-Victor, Brad Beyer, Fannie Flagg, Elizabeth Perkins",6.2,6453,"$2,005,840.00","$3,023,292.11",1990-1999
tt0142231,Down in the Delta,1998,1998-12-25,Drama,112,USA,English,Maya Angelou,Myron Goble,Amen Ra Films,"Alfre Woodard, Al Freeman Jr., Esther Rolle, Loretta Devine, Mpho Koaho, Kulani Hassen, Anne-Marie Johnson, Wesley Snipes, Justin Lord, Richard Yearwood, Sandra Caldwell, Colleen Williams, Richard Blackburn, Philip Akin, Mary Fallick",6.7,1410,"$5,672,903.00","$8,739,298.49",1990-1999
tt0142342,Big Daddy,1999,1999-10-01,"Comedy, Drama",93,USA,"English, Italian",Dennis Dugan,"Steve Franks, Steve Franks",Jack Giarraputo Productions,"Adam Sandler, Joey Lauren Adams, Jon Stewart, Cole Sprouse, Dylan Sprouse, Josh Mostel, Leslie Mann, Allen Covert, Rob Schneider, Kristy Swanson, Joseph Bologna, Peter Dante, Jonathan Loughran, Steve Buscemi, Tim Herlihy",6.4,188579,"$163,479,795.00","$246,404,086.93",1990-1999
