IMDB ID,Title,Year,Date Published,Genre,Duration,Country,Language,Director,Writer,Production Company,Actors,Avg Rating,# of Ratings,Lifetime_Gross,Lifetime Gross - Adjusted ($),Decade
tt0012190,The Four Horsemen of the Apocalypse,1921,1923-01-08,"Drama, Romance, War",150,USA,None,Rex Ingram,"Vicente Blasco Ibáñez, June Mathis",Metro Pictures Corporation,"Pomeroy Cannon, Josef Swickard, Bridgetta Clark, Rudolph Valentino, Virginia Warwick, Alan Hale, Mabel Van Buren, Stuart Holmes, John St. Polis, Alice Terry, Mark Fenton, Derek Ghent, Nigel De Brulier, Bowditch M. Turner, Edward Connelly",7.2,2935,"$9,183,673.00","$128,831,540.56",1920-1929
tt0017136,Metropolis,1927,1927-02-06,"Drama, Sci-Fi",153,Germany,German,Fritz Lang,"Thea von Harbou, Thea von Harbou",Universum Film (UFA),"Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge, Fritz Rasp, Theodor Loos, Erwin Biswanger, Heinrich George, Brigitte Helm",8.3,148396,"$1,236,166.00","$17,839,651.48",1920-1929
tt0017354,The Sea Beast,1926,1926-01-15,"Action, Adventure, Fantasy",136,USA,English,Millard Webb,"Herman Melville, Bess Meredyth",Warner Bros.,"John Barrymore, Dolores Costello, George O'Hara, Mike Donlin, Sam Baker, George Berrell, Sam Allen, Frank Nelson, Mathilde Comont, James O. Barrows, Vadim Uraneff, Sôjin Kamiyama, Frank Hagney, Joyzelle Joyner",6.5,126,"$814,000.00","$11,548,084.63",1920-1929
tt0021749,City Lights,1931,1931-08-21,"Comedy, Drama, Romance",87,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia, Hank Mann, Charles Chaplin",8.5,152716,"$19,181.00","$316,873.91",1930-1939
tt0027977,Modern Times,1936,1936-10-16,"Comedy, Drama, Family",87,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin, Hank Mann, Stanley Blystone, Al Ernest Garcia, Richard Alexander, Cecil Reynolds, Mira McKinney, Murdock MacQuarrie, Wilfred Lucas, Edward LeSaint, Fred Malatesta",8.5,197969,"$163,577.00","$2,955,059.69",1930-1939
tt0029583,Snow White and the Seven Dwarfs,1937,1938-07-08,"Animation, Family, Fantasy",83,USA,English,"William Cottrell, David Hand","Jacob Grimm, Wilhelm Grimm",Walt Disney Productions,"Roy Atwell, Stuart Buchanan, Adriana Caselotti, Eddie Collins, Pinto Colvig, Marion Darlington, Billy Gilbert, Otis Harlan, Lucille La Verne, James MacDonald, Scotty Mattraw, Moroni Olsen, Purv Pullen, Harry Stockwell",7.6,168735,"$184,925,486.00","$3,224,728,056.46",1930-1939
tt0031381,Gone with the Wind,1939,1942-09-04,"Drama, History, Romance",238,USA,English,"Victor Fleming, George Cukor","Margaret Mitchell, Sidney Howard",Selznick International Pictures,"Thomas Mitchell, Barbara O'Neil, Vivien Leigh, Evelyn Keyes, Ann Rutherford, George Reeves, Fred Crane, Hattie McDaniel, Oscar Polk, Butterfly McQueen, Victor Jory, Everett Brown, Howard Hickman, Alicia Rhett, Leslie Howard",8.1,269664,"$200,852,579.00","$3,628,452,414.03",1930-1939
tt0031679,Mr. Smith Goes to Washington,1939,1940-05-03,"Comedy, Drama",129,USA,English,Frank Capra,"Sidney Buchman, Lewis R. Foster",Columbia Pictures,"Jean Arthur, James Stewart, Claude Rains, Edward Arnold, Guy Kibbee, Thomas Mitchell, Eugene Pallette, Beulah Bondi, H.B. Warner, Harry Carey, Astrid Allwyn, Ruth Donnelly, Grant Mitchell, Porter Hall, H.V. Kaltenborn",8.1,100206,"$144,738.00","$2,614,728.41",1930-1939
tt0032138,The Wizard of Oz,1939,1940-04-12,"Adventure, Family, Fantasy",102,USA,English,"Victor Fleming, George Cukor","Noel Langley, Florence Ryerson",Metro-Goldwyn-Mayer (MGM),"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley, Billie Burke, Margaret Hamilton, Charley Grapewin, Pat Walshe, Clara Blandick, Terry, The Singer Midgets",8.0,357418,"$24,770,492.00","$447,485,175.15",1930-1939
tt0032904,The Philadelphia Story,1940,1941-01-17,"Comedy, Romance",112,USA,"English, French",George Cukor,"Donald Ogden Stewart, Philip Barry",Metro-Goldwyn-Mayer (MGM),"Cary Grant, Katharine Hepburn, James Stewart, Ruth Hussey, John Howard, Roland Young, John Halliday, Mary Nash, Virginia Weidler, Henry Daniell, Lionel Pape, Rex Evans",7.9,59585,"$404,524.00","$7,255,629.15",1940-1949
tt0032910,Pinocchio,1940,1940-09-06,"Animation, Comedy, Family",88,USA,English,"Norman Ferguson, T. Hee","Carlo Collodi, Ted Sears",Walt Disney Productions,"Mel Blanc, Don Brodie, Stuart Buchanan, Walter Catlett, Marion Darlington, Frankie Darro, Cliff Edwards, Dickie Jones, Charles Judels, John McLeish, Patricia Page, Christian Rub, Evelyn Venable",7.4,120088,"$84,254,167.00","$1,511,200,793.78",1940-1949
tt0033467,Citizen Kane,1941,1942-04-17,"Drama, Mystery",119,USA,"English, Italian",Orson Welles,"Herman J. Mankiewicz, Orson Welles",RKO Radio Pictures,"Joseph Cotten, Dorothy Comingore, Agnes Moorehead, Ruth Warrick, Ray Collins, Erskine Sanford, Everett Sloane, William Alland, Paul Stewart, George Coulouris, Fortunio Bonanova, Gus Schilling, Philip Van Zandt, Georgia Backus, Harry Shannon",8.3,371943,"$1,585,634.00","$27,085,972.57",1940-1949
tt0034167,Sergeant York,1941,1941-09-27,"Biography, Drama, History",134,USA,"English, French, German",Howard Hawks,"Abem Finkel, Harry Chandlee",Warner Bros.,"Gary Cooper, Walter Brennan, Joan Leslie, George Tobias, Stanley Ridges, Margaret Wycherly, Ward Bond, Noah Beery Jr., June Lockhart, Dickie Moore, Clem Bevans, Howard Da Silva, Charles Trowbridge, Harvey Stephens, David Bruce",7.7,14348,"$16,361,885.00","$279,495,500.46",1940-1949
tt0034492,Bambi,1942,1943-02-19,"Animation, Drama, Family",70,USA,English,"James Algar, Samuel Armstrong","Felix Salten, Perce Pearce",Walt Disney Productions,"Hardie Albright, Stan Alexander, Bobette Audrey, Peter Behn, Thelma Boardman, Janet Chapman, Jeanne Christy, Dolyn Bramston Cook, Marion Darlington, Tim Davis, Donnie Dunagan, Sam Edwards, Ann Gillis, Otis Harlan, Eddie Holden",7.3,121710,"$102,247,150.00","$1,575,151,846.32",1940-1949
tt0034583,Casablanca,1942,1943-01-23,"Drama, Romance, War",102,USA,"English, French, German, Italian",Michael Curtiz,"Julius J. Epstein, Philip G. Epstein",Warner Bros.,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre, S.Z. Sakall, Madeleine Lebeau, Dooley Wilson, Joy Page, John Qualen, Leonid Kinskey, Curt Bois",8.5,487757,"$4,108,411.00","$63,291,457.73",1940-1949
tt0036868,The Best Years of Our Lives,1946,1947-05-29,"Drama, Romance, War",170,USA,English,William Wyler,"Robert E. Sherwood, MacKinlay Kantor",The Samuel Goldwyn Company,"Myrna Loy, Fredric March, Dana Andrews, Teresa Wright, Virginia Mayo, Cathy O'Donnell, Hoagy Carmichael, Harold Russell, Gladys George, Roman Bohnen, Ray Collins, Minna Gombell, Walter Baldwin, Steve Cochran, Dorothy Adams",8.0,54234,"$23,650,000.00","$304,547,720.51",1940-1949
tt0037536,The Bells of St. Mary's,1945,1946-07-19,Drama,126,USA,English,Leo McCarey,"Dudley Nichols, Leo McCarey",Rainbow Productions,"Bing Crosby, Ingrid Bergman, Henry Travers, William Gargan, Ruth Donnelly, Joan Carroll, Martha Sleeper, Rhys Williams, Richard Tyler, Una O'Connor",7.3,6515,"$21,333,333.00","$297,608,291.65",1940-1949
tt0038499,Duel in the Sun,1946,1947-09-12,"Drama, Romance, Western",129,USA,English,"King Vidor, Otto Brower","David O. Selznick, Niven Busch",Selznick International Pictures,"Jennifer Jones, Joseph Cotten, Gregory Peck, Lionel Barrymore, Herbert Marshall, Lillian Gish, Walter Huston, Charles Bickford, Harry Carey, Joan Tetzel, Tilly Losch, Butterfly McQueen, Scott McKay, Otto Kruger, Sidney Blackmer",6.8,7570,"$20,408,163.00","$262,801,671.10",1940-1949
tt0041959,The Third Man,1949,1949-10-12,"Film-Noir, Mystery, Thriller",104,UK,"English, German, Russian",Carol Reed,"Graham Greene, Graham Greene",London Film Productions,"Joseph Cotten, Alida Valli, Orson Welles, Trevor Howard, Bernard Lee, Paul Hörbiger, Ernst Deutsch, Siegfried Breuer, Erich Ponto, Wilfrid Hyde-White, Hedwig Bleibtreu",8.1,148705,"$618,173.00","$6,522,166.70",1940-1949
tt0042192,All About Eve,1950,1951-02-02,Drama,138,USA,"English, French",Joseph L. Mankiewicz,Joseph L. Mankiewicz,Twentieth Century Fox,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm, Gary Merrill, Hugh Marlowe, Gregory Ratoff, Barbara Bates, Marilyn Monroe, Thelma Ritter, Walter Hampden, Randy Stuart, Craig Hill, Leland Harris, Barbara White",8.2,112198,"$63,463.00","$661,244.96",1950-1959
tt0044672,The Greatest Show on Earth,1952,1952-05-01,"Drama, Family, Romance",152,USA,"English, Russian",Cecil B. DeMille,"Fredric M. Frank, Barré Lyndon",Paramount Pictures,"Betty Hutton, Cornel Wilde, Charlton Heston, Dorothy Lamour, Gloria Grahame, Henry Wilcoxon, Lyle Bettger, Lawrence Tierney, Emmett Kelly, Cucciola, Antoinette Concello, John Ringling North, Tuffy Genders, John Kellogg, John Ridgely",6.6,11895,"$36,000,000.00","$341,126,490.57",1950-1959
tt0045152,Singin' in the Rain,1952,1953-01-16,"Comedy, Musical, Romance",103,USA,English,"Stanley Donen, Gene Kelly","Betty Comden, Adolph Green",Metro-Goldwyn-Mayer (MGM),"Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen, Millard Mitchell, Cyd Charisse, Douglas Fowley, Rita Moreno",8.3,202701,"$1,826,108.00","$17,303,717.04",1950-1959
tt0045888,House of Wax,1953,1953-04-25,Horror,88,USA,English,André De Toth,"Crane Wilbur, Charles Belden",Bryan Foy Productions,"Vincent Price, Frank Lovejoy, Phyllis Kirk, Carolyn Jones, Paul Picerni, Roy Roberts, Angela Clarke, Paul Cavanagh, Dabbs Greer, Charles Bronson, Reggie Rymal",7.1,14995,"$23,750,000.00","$223,362,968.16",1950-1959
tt0046183,Peter Pan,1953,1953-07-31,"Animation, Adventure, Family",77,USA,"English, American Sign Language","Clyde Geronimi, Wilfred Jackson","J.M. Barrie, Ted Sears",Walt Disney Productions,"Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins, Tommy Luske, Candy Candido, Tom Conway, Roland Dupree, Don Barclay",7.3,116035,"$87,404,651.00","$822,019,464.37",1950-1959
tt0046247,The Robe,1953,1954-04-23,"Drama, History",135,USA,English,Henry Koster,"Philip Dunne, Gina Kaus",Twentieth Century Fox,"Richard Burton, Jean Simmons, Victor Mature, Michael Rennie, Jay Robinson, Dean Jagger, Torin Thatcher, Richard Boone, Betta St. John, Jeff Morrow, Ernest Thesiger, Dawn Addams, Leon Askin",6.7,8487,"$36,000,000.00","$338,571,235.96",1950-1959
tt0046816,The Caine Mutiny,1954,1954-06-24,"Drama, War",124,USA,English,Edward Dmytryk,"Stanley Roberts, Michael Blankfort",Columbia Pictures,"Humphrey Bogart, José Ferrer, Van Johnson, Fred MacMurray, Robert Francis, May Wynn, Tom Tully, E.G. Marshall, Arthur Franz, Lee Marvin, Warner Anderson, Claude Akins, Katherine Warren, Jerry Paris, Steve Brodie",7.7,23103,"$21,750,000.00","$203,032,611.52",1950-1959
tt0046912,Dial M for Murder,1954,1955-01-28,"Crime, Thriller",105,USA,English,Alfred Hitchcock,"Frederick Knott, Frederick Knott",Warner Bros.,"Ray Milland, Grace Kelly, Robert Cummings, John Williams, Anthony Dawson, Leo Britt, Patrick Allen, George Leigh, George Alderson, Robin Hughes",8.2,144321,"$12,562.00","$117,264.17",1950-1959
tt0047396,Rear Window,1954,1955-01-07,"Mystery, Thriller",112,USA,English,Alfred Hitchcock,"John Michael Hayes, Cornell Woolrich",Alfred J. Hitchcock Productions,"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter, Raymond Burr, Judith Evelyn, Ross Bagdasarian, Georgine Darcy, Sara Berner, Frank Cady, Jesslyn Fax, Rand Harper, Irene Winston, Havis Davenport",8.4,410462,"$36,764,313.00","$343,188,711.69",1950-1959
tt0047522,A Star Is Born,1954,1954-10-16,"Drama, Musical, Romance",154,USA,English,George Cukor,"Moss Hart, Dorothy Parker",Transcona Enterprises,"Judy Garland, James Mason, Jack Carson, Charles Bickford, Tommy Noonan, Lucy Marlow, Amanda Blake, Irving Bacon, Hazel Shermet, James Brown",7.6,14452,"$4,335,968.00","$40,475,535.93",1950-1959
tt0047673,White Christmas,1954,1954-12-17,"Comedy, Musical, Romance",120,USA,English,Michael Curtiz,"Norman Krasna, Norman Panama",Paramount Pictures,"Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen, Dean Jagger, Mary Wickes, John Brascia, Anne Whitfield",7.6,28755,"$928,298.00","$8,665,506.54",1950-1959
tt0048280,Lady and the Tramp,1955,1955-12-23,"Animation, Adventure, Comedy",76,USA,English,"Clyde Geronimi, Wilfred Jackson","Ward Greene, Erdman Penner",Walt Disney Productions,"Peggy Lee, Larry Roberts, Bill Baucom, Verna Felton, George Givot, Stan Freberg, Lee Millar, Barbara Luddy, Bill Thompson, Dal McKennon, Alan Reed, The Mellomen",7.3,112668,"$93,602,326.00","$877,022,361.00",1950-1959
tt0048545,Rebel Without a Cause,1955,1955-10-29,Drama,111,USA,English,Nicholas Ray,"Stewart Stern, Irving Shulman",Warner Bros.,"James Dean, Natalie Wood, Sal Mineo, Jim Backus, Ann Doran, Corey Allen, William Hopper, Rochelle Hudson, Dennis Hopper, Edward Platt, Steffi Sidney, Marietta Canty, Virginia Brissac, Beverly Long, Ian Wolfe",7.7,77662,"$199,963.00","$1,873,586.16",1950-1959
tt0048960,Around the World in 80 Days,1956,1956-10-17,"Adventure, Comedy, Family",175,USA,"English, Spanish, French","Michael Anderson, John Farrow","James Poe, John Farrow",Michael Todd Company,"David Niven, Cantinflas, Shirley MacLaine, Robert Newton, Charles Boyer, Joe E. Brown, Martine Carol, John Carradine, Charles Coburn, Ronald Colman, Melville Cooper, Noël Coward, Finlay Currie, Reginald Denny, Andy Devine",6.8,22689,"$42,000,000.00","$387,738,750.00",1950-1959
tt0049261,Giant,1956,1957-06-07,"Drama, Western",201,USA,"English, Spanish",George Stevens,"Edna Ferber, Fred Guiol",George Stevens Productions,"Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker, Jane Withers, Chill Wills, Mercedes McCambridge, Dennis Hopper, Sal Mineo, Rod Taylor, Judith Evelyn, Earl Holliman, Robert Nichols, Paul Fix, Alexander Scourby",7.6,31823,"$177,909.00","$1,642,433.65",1950-1959
tt0049833,The Ten Commandments,1956,1958-04-04,"Adventure, Drama",220,USA,English,Cecil B. DeMille,"Dorothy Clarke Wilson, J.H. Ingraham",Motion Picture Associates (II),"Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson, Yvonne De Carlo, Debra Paget, John Derek, Cedric Hardwicke, Nina Foch, Martha Scott, Judith Anderson, Vincent Price, John Carradine, Olive Deering, Douglass Dumbrille",7.8,58637,"$65,500,000.00","$604,687,812.50",1950-1959
tt0050212,The Bridge on the River Kwai,1957,1958-01-03,"Adventure, Drama, War",161,"UK, USA","English, Japanese, Thai",David Lean,"Pierre Boulle, Carl Foreman",Horizon Pictures (II),"William Holden, Alec Guinness, Jack Hawkins, Sessue Hayakawa, James Donald, Geoffrey Horne, André Morell, Peter Williams, John Boxer, Percy Herbert, Harold Goodwin, Ann Sears, Heihachirô Ôkawa, Keiichirô Katsumoto, M.R.B. Chakrabandhu",8.1,190049,"$27,200,000.00","$243,064,427.05",1950-1959
tt0052225,South Pacific,1958,1958-04-14,"Musical, Romance, War",157,USA,"English, French",Joshua Logan,"Paul Osborn, Richard Rodgers",Rodgers & Hammerstein Productions,"Rossano Brazzi, Mitzi Gaynor, John Kerr, Ray Walston, Juanita Hall, France Nuyen, Russ Brown, Jack Mullaney, Ken Clark, Floyd Simmons, Candace Lee, Warren Hsieh, Tom Laughlin, Giorgio Tozzi, Archie Savage",6.8,7538,"$458,000.00","$3,979,481.18",1950-1959
tt0052311,Touch of Evil,1958,1958-06-06,"Crime, Drama, Film-Noir",95,USA,"English, Spanish",Orson Welles,"Orson Welles, Whit Masterson",Universal International Pictures (UI),"Charlton Heston, Janet Leigh, Orson Welles, Joseph Calleia, Akim Tamiroff, Joanna Moore, Ray Collins, Dennis Weaver, Valentin de Vargas, Mort Mills, Victor Millan, Lalo Rios, Michael Sargent, Phil Harvey, Joi Lansing",8.0,93971,"$2,247,465.00","$19,527,826.77",1950-1959
tt0052357,Vertigo,1958,1958-10-03,"Mystery, Romance, Thriller",128,USA,English,Alfred Hitchcock,"Alec Coppel, Samuel A. Taylor",Alfred J. Hitchcock Productions,"James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore, Henry Jones, Raymond Bailey, Ellen Corby, Konstantin Shayne, Lee Patrick",8.3,330818,"$7,705,225.00","$66,949,340.28",1950-1959
tt0052618,Ben-Hur,1959,1960-09-09,"Adventure, Drama, History",212,USA,English,William Wyler,"Lew Wallace, Karl Tunberg",Metro-Goldwyn-Mayer (MGM),"Charlton Heston, Jack Hawkins, Haya Harareet, Stephen Boyd, Hugh Griffith, Martha Scott, Cathy O'Donnell, Sam Jaffe, Finlay Currie, Frank Thring, Terence Longdon, George Relph, André Morell",8.1,205586,"$74,422,622.00","$642,200,733.42",1950-1959
tt0053285,Sleeping Beauty,1959,1959-12-18,"Animation, Family, Fantasy",75,USA,English,Clyde Geronimi,"Erdman Penner, Charles Perrault",Walt Disney Productions,"Mary Costa, Bill Shirley, Eleanor Audley, Verna Felton, Barbara Luddy, Barbara Jo Allen, Taylor Holmes, Bill Thompson",7.2,125843,"$51,600,000.00","$445,261,896.91",1950-1959
tt0054215,Psycho,1960,1961-07-07,"Horror, Mystery, Thriller",109,USA,English,Alfred Hitchcock,"Joseph Stefano, Robert Bloch",Shamley Productions,"Anthony Perkins, Vera Miles, John Gavin, Janet Leigh, Martin Balsam, John McIntire, Simon Oakland, Frank Albertson, Patricia Hitchcock, Vaughn Taylor, Lurene Tuttle, John Anderson, Mort Mills",8.5,555227,"$32,000,000.00","$271,467,027.03",1960-1969
tt0054331,Spartacus,1960,1962-02-09,"Adventure, Biography, Drama",197,USA,English,Stanley Kubrick,"Dalton Trumbo, Howard Fast",Bryna Productions,"Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton, Peter Ustinov, John Gavin, Nina Foch, John Ireland, Herbert Lom, John Dall, Charles McGraw, Joanna Barnes, Harold J. Stone, Woody Strode, Peter Brocco",7.9,115804,"$1,830,650.00","$15,530,034.78",1960-1969
tt0054357,Swiss Family Robinson,1960,1961-06-30,"Adventure, Family",126,USA,English,Ken Annakin,"Lowell S. Hawley, Johann David Wyss",Walt Disney Productions,"John Mills, Dorothy McGuire, James MacArthur, Janet Munro, Sessue Hayakawa, Tommy Kirk, Kevin Corcoran, Cecil Parker, Andy Ho, Milton Reid, Larry Taylor",7.2,12597,"$40,356,000.00","$342,353,854.46",1960-1969
tt0055614,West Side Story,1961,1961-12-23,"Crime, Drama, Musical",153,USA,"English, Spanish","Jerome Robbins, Robert Wise","Ernest Lehman, Arthur Laurents",The Mirisch Corporation,"Natalie Wood, Richard Beymer, Russ Tamblyn, Rita Moreno, George Chakiris, Simon Oakland, Ned Glass, William Bramley, Tucker Smith, Tony Mordente, David Winters, Eliot Feld, Bert Michaels, David Bean, Robert Banas",7.5,89887,"$44,055,492.00","$369,988,041.13",1960-1969
tt0056172,Lawrence of Arabia,1962,1963-07-26,"Adventure, Biography, Drama",228,UK,"English, Arabic, Turkish",David Lean,"T.E. Lawrence, Robert Bolt",Horizon Pictures (II),"Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins, Omar Sharif, José Ferrer, Anthony Quayle, Claude Rains, Arthur Kennedy, Donald Wolfit, I.S. Johar, Gamil Ratib, Michel Ray, John Dimech, Zia Mohyeddin",8.3,249021,"$44,824,144.00","$372,703,851.90",1960-1969
tt0056592,To Kill a Mockingbird,1962,1963-07-12,"Crime, Drama",129,USA,English,Robert Mulligan,"Harper Lee, Horton Foote",Universal International Pictures (UI),"Gregory Peck, John Megna, Frank Overton, Rosemary Murphy, Ruth White, Brock Peters, Estelle Evans, Paul Fix, Collin Wilcox Paxton, James Anderson, Alice Ghostley, Robert Duvall, William Windom, Crahan Denton, Richard Hale",8.3,278298,"$592,237.00","$4,924,332.99",1960-1969
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,1965-05-14,Comedy,95,"UK, USA","English, Russian",Stanley Kubrick,"Stanley Kubrick, Terry Southern",Columbia Pictures,"Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn, Slim Pickens, Peter Bull, James Earl Jones, Tracy Reed, Jack Creley, Frank Berry, Robert O'Neil, Glenn Beck, Roy Stephens, Shane Rimmer, Hal Galili",8.4,423973,"$9,440,272.00","$76,468,334.87",1960-1969
tt0058150,Goldfinger,1964,1964-09-25,"Action, Adventure, Thriller",110,UK,"English, Chinese, Spanish",Guy Hamilton,"Richard Maibaum, Paul Dehn",Eon Productions,"Sean Connery, Gert Fröbe, Honor Blackman, Shirley Eaton, Tania Mallet, Harold Sakata, Bernard Lee, Martin Benson, Cec Linder, Austin Willis, Lois Maxwell, Bill Nagy, Michael Mellinger, Peter Cranwell, Nadja Regin",7.7,161433,"$51,081,062.00","$413,768,136.63",1960-1969
tt0058331,Mary Poppins,1964,1965-04-16,"Comedy, Family, Fantasy",139,USA,English,Robert Stevenson,"Bill Walsh, Don DaGradi",Walt Disney Productions,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Reta Shaw, Karen Dotrice, Matthew Garber, Elsa Lanchester, Arthur Treacher, Reginald Owen, Ed Wynn, Jane Darwell, Arthur Malet, James Logan",7.8,147022,"$102,272,727.00","$828,432,182.54",1960-1969
tt0058385,My Fair Lady,1964,1965-10-15,"Drama, Family, Musical",170,USA,English,George Cukor,"Alan Jay Lerner, George Bernard Shaw",Warner Bros.,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White, Gladys Cooper, Jeremy Brett, Theodore Bikel, Mona Washbourne, Isobel Elsom, John Holland",7.8,81233,"$72,560,711.00","$587,758,143.78",1960-1969
tt0058586,A Shot in the Dark,1964,1965-05-21,"Comedy, Mystery",102,"UK, USA","English, Spanish",Blake Edwards,"Blake Edwards, William Peter Blatty",The Mirisch Corporation,"Peter Sellers, Elke Sommer, George Sanders, Herbert Lom, Tracy Reed, Graham Stark, Moira Redmond, Vanda Godsell, Maurice Kaufmann, Ann Lynn, David Lodge, André Maranne, Martin Benson, Burt Kwouk, Reginald Beckwith",7.5,23910,"$12,368,234.00","$100,185,488.23",1960-1969
tt0059113,Doctor Zhivago,1965,1966-08-26,"Drama, Romance, War",197,"USA, Italy, UK, Liechtenstein","English, Russian, French",David Lean,"Boris Pasternak, Robert Bolt",Metro-Goldwyn-Mayer (MGM),"Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger, Alec Guinness, Tom Courtenay, Siobhan McKenna, Ralph Richardson, Rita Tushingham, Jeffrey Rockland, Tarek Sharif, Bernard Kay, Klaus Kinski, Gérard Tichy, Noel Willman",8.0,65567,"$111,721,910.00","$890,608,052.52",1960-1969
tt0059742,The Sound of Music,1965,1966-05-20,"Biography, Drama, Family",172,USA,"English, German",Robert Wise,"George Hurdalek, Howard Lindsay",Robert Wise Productions,"Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn, Peggy Wood, Charmian Carr, Heather Menzies-Urich, Nicholas Hammond, Duane Chase, Angela Cartwright, Debbie Turner, Kym Karath, Anna Lee, Portia Nelson, Ben Wright",8.0,186919,"$159,287,539.00","$1,269,784,636.69",1960-1969
tt0059800,Thunderball,1965,1966-02-11,"Action, Adventure, Thriller",130,UK,"English, French",Terence Young,"Richard Maibaum, John Hopkins",Eon Productions,"Sean Connery, Claudine Auger, Adolfo Celi, Luciana Paluzzi, Rik Van Nutter, Guy Doleman, Molly Peters, Martine Beswick, Bernard Lee, Desmond Llewelyn, Lois Maxwell, Roland Culver, Earl Cameron, Paul Stassino, Rose Alba",7.0,97429,"$63,595,658.00","$506,962,377.57",1960-1969
tt0061184,Who's Afraid of Virginia Woolf?,1966,1967-03-31,Drama,131,USA,"English, Latin, Spanish",Mike Nichols,Ernest Lehman,Warner Bros.,"Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis",8.0,65413,"$28,000,000.00","$217,006,049.38",1960-1969
tt0061722,The Graduate,1967,1968-12-20,"Comedy, Drama, Romance",106,USA,English,Mike Nichols,"Calder Willingham, Buck Henry",Lawrence Turman,"Anne Bancroft, Dustin Hoffman, Katharine Ross, William Daniels, Murray Hamilton, Elizabeth Wilson, Buck Henry, Brian Avery, Walter Brooke, Norman Fell, Alice Ghostley, Marion Lorne, Eddra Gale",8.0,242106,"$104,945,305.00","$788,997,027.02",1960-1969
tt0061735,Guess Who's Coming to Dinner,1967,1967-12-12,"Comedy, Drama",108,USA,English,Stanley Kramer,William Rose,Columbia Pictures,"Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton, Cecil Kellaway, Beah Richards, Roy Glenn, Isabel Sanford, Virginia Christine, Alexandra Hay, Barbara Randolph, D'Urville Martin, Tom Heaton, Grace Gaynor, Skip Martin",7.8,35943,"$56,666,667.00","$426,029,842.83",1960-1969
tt0061852,The Jungle Book,1967,1968-04-12,"Animation, Adventure, Family",78,USA,English,Wolfgang Reitherman,"Larry Clemmons, Ralph Wright",Walt Disney Productions,"Phil Harris, Sebastian Cabot, Bruce Reitherman, George Sanders, Sterling Holloway, Louis Prima, J. Pat O'Malley, Verna Felton, Clint Howard, Chad Stuart, Lord Tim Hudson, John Abbott, Ben Wright, Darleen Carr",7.6,154739,"$141,843,612.00","$1,066,404,906.54",1960-1969
tt0062512,You Only Live Twice,1967,1967-08-04,"Action, Adventure, Thriller",117,UK,"English, Japanese, Russian",Lewis Gilbert,"Harold Jack Bloom, Roald Dahl",Eon Productions,"Sean Connery, Akiko Wakabayashi, Mie Hama, Tetsurô Tanba, Teru Shimada, Karin Dor, Donald Pleasence, Bernard Lee, Lois Maxwell, Desmond Llewelyn, Charles Gray, Tsai Chin, Peter Fanene Maivia, Burt Kwouk, Michael Chow",6.9,90161,"$43,084,787.00","$323,918,910.46",1960-1969
tt0062622,2001: A Space Odyssey,1968,1968-07-26,"Adventure, Sci-Fi",149,"UK, USA","English, Russian",Stanley Kubrick,"Stanley Kubrick, Arthur C. Clarke",Metro-Goldwyn-Mayer (MGM),"Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter, Leonard Rossiter, Margaret Tyzack, Robert Beatty, Sean Sullivan, Douglas Rain, Frank Miller, Bill Weston, Ed Bishop, Glenn Beck, Alan Gifford, Ann Gillis",8.3,558202,"$60,541,301.00","$436,848,979.03",1960-1969
